UserID,avg(Rating)
283,4.962962962962963
2339,4.956521739130435
3324,4.904761904761905
3902,4.890909090909091
446,4.8431372549019605
447,4.837837837837838
4649,4.818181818181818
4634,4.813725490196078
1131,4.796116504854369
4925,4.761904761904762
5069,4.76
4755,4.76
4801,4.73469387755102
682,4.733333333333333
1670,4.714285714285714
91,4.704545454545454
3461,4.702702702702703
5768,4.702702702702703
5984,4.7
1021,4.694656488549619
1856,4.6940298507462686
2155,4.690140845070423
953,4.6878306878306875
3596,4.6875
2243,4.683333333333334
989,4.681818181818182
101,4.679245283018868
5609,4.675
1940,4.671875
3306,4.666666666666667
4273,4.666666666666667
5542,4.661971830985915
1349,4.651162790697675
661,4.647887323943662
5343,4.638888888888889
4176,4.636363636363637
4982,4.621621621621622
5255,4.617449664429531
5936,4.611111111111111
3699,4.60655737704918
2574,4.606060606060606
5862,4.6
5582,4.595588235294118
2726,4.595238095238095
307,4.593406593406593
3604,4.592592592592593
4589,4.592592592592593
4595,4.592105263157895
1986,4.590909090909091
288,4.589285714285714
1569,4.588888888888889
233,4.584905660377358
567,4.583333333333333
3287,4.583333333333333
2363,4.580645161290323
4584,4.580645161290323
5427,4.580246913580247
4189,4.575757575757576
2791,4.5625
4904,4.561881188118812
215,4.5588235294117645
372,4.553571428571429
5499,4.550724637681159
761,4.55
1702,4.55
5212,4.55
5839,4.548387096774194
4518,4.5476190476190474
3073,4.543859649122807
1437,4.541935483870968
2964,4.541666666666667
3210,4.5369127516778525
2593,4.536764705882353
5165,4.5353535353535355
2922,4.535211267605634
2510,4.534883720930233
1378,4.5344827586206895
3738,4.53125
3036,4.525862068965517
764,4.525179856115108
951,4.523809523809524
4187,4.522388059701493
5102,4.520833333333333
266,4.52
5073,4.52
3864,4.51980198019802
5003,4.515151515151516
2838,4.512820512820513
4136,4.512820512820513
451,4.511961722488039
2849,4.509677419354839
1959,4.508196721311475
2118,4.505747126436781
1315,4.505376344086022
2497,4.5041322314049586
1863,4.5
2694,4.5
3282,4.5
3437,4.5
5696,4.5
138,4.492307692307692
4179,4.490683229813665
2691,4.4896265560165975
5095,4.488372093023256
4086,4.487421383647798
577,4.487341772151899
5671,4.486238532110092
586,4.485714285714286
1062,4.484536082474227
3781,4.483870967741935
5375,4.482758620689655
1518,4.48
5962,4.48
5056,4.479381443298969
3872,4.479166666666667
1692,4.478260869565218
2729,4.478260869565218
5122,4.478260869565218
645,4.4772727272727275
2477,4.475409836065574
3912,4.475247524752476
5629,4.475247524752476
97,4.474025974025974
597,4.473684210526316
2942,4.4728682170542635
3835,4.472527472527473
3446,4.472222222222222
3755,4.472222222222222
2259,4.471615720524017
4172,4.4714285714285715
161,4.4713804713804715
1732,4.470588235294118
2159,4.470588235294118
1718,4.46875
3238,4.46875
1275,4.466666666666667
4405,4.466666666666667
4885,4.466666666666667
3251,4.464285714285714
3682,4.461538461538462
3560,4.45985401459854
1180,4.45945945945946
3452,4.458823529411765
538,4.458333333333333
2914,4.458333333333333
2543,4.458333333333333
4143,4.458333333333333
5690,4.458333333333333
3688,4.457236842105263
1446,4.453608247422681
2957,4.453125
257,4.452830188679245
2065,4.451612903225806
322,4.45
932,4.45
5168,4.45
503,4.448275862068965
2369,4.448275862068965
2417,4.448275862068965
3813,4.447761194029851
1654,4.446808510638298
2171,4.445544554455446
2287,4.444444444444445
5446,4.444444444444445
3704,4.442922374429224
894,4.442857142857143
5986,4.441666666666666
5094,4.440677966101695
568,4.44
3852,4.43859649122807
2738,4.438095238095238
768,4.4375
3298,4.4375
3474,4.435
2755,4.434782608695652
4154,4.434782608695652
5007,4.434782608695652
2733,4.434343434343434
452,4.431818181818182
5484,4.430379746835443
1751,4.428571428571429
1071,4.426573426573427
1586,4.424096385542168
1541,4.423076923076923
3820,4.4222222222222225
1134,4.42
2788,4.419354838709677
2514,4.419354838709677
81,4.4186046511627906
2313,4.4186046511627906
3456,4.418181818181818
121,4.416666666666667
3978,4.416666666666667
4254,4.416666666666667
5589,4.416666666666667
1343,4.415770609318996
2070,4.413461538461538
5384,4.413043478260869
5679,4.412087912087912
2697,4.411764705882353
5085,4.411764705882353
4461,4.410256410256411
3039,4.409836065573771
1972,4.409638554216867
2467,4.409090909090909
2295,4.409090909090909
3877,4.409090909090909
4515,4.409090909090909
4741,4.409090909090909
1682,4.407407407407407
4815,4.405405405405405
1746,4.404907975460123
3809,4.404255319148936
413,4.404040404040404
374,4.403846153846154
5997,4.4035087719298245
3810,4.402985074626866
3356,4.401673640167364
412,4.401260504201681
345,4.4
1862,4.4
3686,4.4
3303,4.4
3347,4.4
4204,4.4
4776,4.4
5743,4.4
5528,4.4
5215,4.4
5332,4.397260273972603
3204,4.395833333333333
5033,4.395833333333333
6020,4.395348837209302
2943,4.395161290322581
3502,4.393939393939394
3344,4.392857142857143
5130,4.392857142857143
3559,4.391891891891892
592,4.391304347826087
5537,4.390625
5973,4.388888888888889
5626,4.38728323699422
4874,4.387096774193548
2307,4.386206896551724
2689,4.3861386138613865
164,4.384615384615385
5336,4.382978723404255
5048,4.382022471910112
4516,4.381818181818182
356,4.380952380952381
1363,4.380952380952381
4701,4.380952380952381
4817,4.380434782608695
1481,4.38
1192,4.379310344827586
2775,4.379310344827586
4667,4.378378378378378
5006,4.377777777777778
3296,4.375
5115,4.375
1539,4.37037037037037
1673,4.37037037037037
4986,4.37037037037037
4168,4.37
2683,4.36964980544747
4507,4.366379310344827
5460,4.364705882352941
128,4.363636363636363
1966,4.363636363636363
2108,4.363636363636363
2983,4.363636363636363
4424,4.363636363636363
4944,4.363636363636363
5968,4.363636363636363
4686,4.362637362637362
5930,4.361702127659575
3592,4.361344537815126
2340,4.360902255639098
2401,4.36
3181,4.36
420,4.359375
3266,4.357615894039735
4293,4.357142857142857
4968,4.357142857142857
3420,4.3545454545454545
1555,4.3544303797468356
739,4.354330708661418
2201,4.3538461538461535
3936,4.352941176470588
4027,4.352941176470588
408,4.352564102564102
2372,4.352112676056338
2083,4.35
4563,4.35
5593,4.35
3587,4.348837209302325
5291,4.348484848484849
518,4.3478260869565215
790,4.3478260869565215
4889,4.347328244274809
65,4.347107438016529
3226,4.346774193548387
609,4.346153846153846
5770,4.345323741007194
3544,4.344827586206897
5132,4.344827586206897
4888,4.344481605351171
2003,4.344262295081967
5363,4.344262295081967
4093,4.343949044585988
1256,4.34375
4108,4.34375
1132,4.343558282208589
1052,4.343283582089552
5545,4.342105263157895
2583,4.341389728096677
5103,4.340983606557377
1591,4.340764331210191
5058,4.340425531914893
3089,4.339622641509434
2809,4.339449541284404
4084,4.339285714285714
4374,4.338582677165355
2082,4.338028169014085
4177,4.3355263157894735
1082,4.333333333333333
640,4.333333333333333
1307,4.333333333333333
1771,4.333333333333333
1245,4.333333333333333
1881,4.333333333333333
1305,4.333333333333333
2647,4.333333333333333
3421,4.333333333333333
3815,4.333333333333333
3187,4.333333333333333
4110,4.333333333333333
5116,4.333333333333333
1707,4.329545454545454
4363,4.328125
4147,4.327868852459017
1110,4.326530612244898
469,4.326530612244898
3350,4.326086956521739
5952,4.325581395348837
928,4.3254716981132075
2276,4.324074074074074
4034,4.324074074074074
7,4.32258064516129
5000,4.321695760598503
2293,4.321554770318021
750,4.321428571428571
1171,4.321428571428571
5447,4.320610687022901
5994,4.32051282051282
1036,4.32
1795,4.32
5110,4.32
4206,4.319148936170213
1041,4.317647058823529
1847,4.317073170731708
4195,4.316831683168317
3011,4.315217391304348
2875,4.314285714285714
5022,4.314285714285714
5440,4.314285714285714
1699,4.313218390804598
86,4.3125
130,4.311111111111111
690,4.311111111111111
635,4.3107344632768365
234,4.310344827586207
3558,4.31
336,4.308411214953271
437,4.3076923076923075
1289,4.3076923076923075
346,4.307420494699647
2609,4.306930693069307
2465,4.306382978723405
537,4.3061224489795915
4197,4.304347826086956
946,4.303030303030303
3074,4.302816901408451
2747,4.302158273381295
1143,4.30188679245283
2061,4.3
3192,4.3
5808,4.298507462686567
5487,4.297872340425532
4050,4.2976190476190474
3117,4.297297297297297
5581,4.297297297297297
4457,4.297169811320755
67,4.296875
943,4.296296296296297
1186,4.296116504854369
594,4.29559748427673
1913,4.295454545454546
1191,4.295238095238095
105,4.295081967213115
2750,4.295
496,4.294117647058823
3506,4.294117647058823
4794,4.294117647058823
4737,4.293577981651376
3889,4.293233082706767
521,4.2926829268292686
3284,4.2926829268292686
3221,4.2926829268292686
1991,4.291666666666667
1234,4.291666666666667
2970,4.291666666666667
4201,4.291666666666667
2936,4.290909090909091
2974,4.290322580645161
3769,4.290243902439024
584,4.2894736842105265
2901,4.289156626506024
4047,4.288888888888889
4639,4.288461538461538
1643,4.28755364806867
2178,4.287356321839081
3286,4.285714285714286
5529,4.285714285714286
5785,4.2846153846153845
332,4.2835820895522385
4774,4.283505154639175
2240,4.282828282828283
1271,4.2823529411764705
582,4.282051282051282
2080,4.28125
4668,4.28125
4032,4.281045751633987
3684,4.280575539568345
902,4.28
4342,4.279475982532751
4559,4.27906976744186
3305,4.278846153846154
3032,4.278704612365064
914,4.278688524590164
4990,4.278688524590164
674,4.2784810126582276
3858,4.277777777777778
3045,4.277027027027027
3740,4.276595744680851
4297,4.276595744680851
2185,4.276450511945392
5845,4.275555555555556
4994,4.274074074074074
5645,4.274074074074074
3937,4.273972602739726
1157,4.2727272727272725
1892,4.2727272727272725
1971,4.2727272727272725
1371,4.2727272727272725
4324,4.2727272727272725
4723,4.2727272727272725
2731,4.271428571428571
957,4.271341463414634
5072,4.271186440677966
3322,4.270833333333333
1734,4.27027027027027
2631,4.269662921348314
1857,4.2682926829268295
3049,4.267605633802817
1302,4.266666666666667
2981,4.266666666666667
5736,4.266666666666667
760,4.265625
4716,4.264705882352941
3790,4.264
3757,4.263681592039801
3930,4.262886597938144
3367,4.261971830985916
1258,4.261904761904762
1330,4.260869565217392
2268,4.260869565217392
2687,4.260869565217392
2117,4.260869565217392
5591,4.260869565217392
4652,4.26
5707,4.26
2124,4.259554140127388
671,4.2592592592592595
2014,4.2592592592592595
3257,4.2592592592592595
3440,4.2592592592592595
4320,4.2592592592592595
5075,4.258620689655173
3372,4.258064516129032
5611,4.258064516129032
5704,4.258064516129032
5513,4.257575757575758
1268,4.257425742574258
2781,4.257042253521127
3723,4.256410256410256
3649,4.254901960784314
3834,4.254448398576512
630,4.254237288135593
186,4.254098360655738
2308,4.253968253968254
5164,4.253333333333333
4298,4.252631578947368
367,4.25
421,4.25
1269,4.25
1443,4.25
2867,4.25
2241,4.25
2474,4.25
3485,4.25
3214,4.25
4778,4.25
4687,4.25
4947,4.25
4719,4.25
5670,4.25
6027,4.25
5166,4.25
3853,4.248407643312102
926,4.247619047619048
1241,4.247422680412371
275,4.247191011235955
4207,4.246963562753036
5252,4.246153846153846
2790,4.245901639344262
1894,4.244186046511628
5933,4.2439024390243905
274,4.243243243243243
740,4.243243243243243
3318,4.242857142857143
1722,4.242718446601942
4135,4.242424242424242
5873,4.242424242424242
2368,4.241379310344827
5753,4.240963855421687
5104,4.2407407407407405
3780,4.24
5180,4.239316239316239
5195,4.2388059701492535
320,4.238095238095238
2207,4.238095238095238
3188,4.238095238095238
4264,4.238095238095238
4558,4.238095238095238
53,4.2368421052631575
681,4.2368421052631575
2224,4.2368421052631575
2619,4.236559139784946
156,4.236486486486487
2778,4.235849056603773
1040,4.235521235521236
1217,4.235294117647059
4052,4.235294117647059
4536,4.235294117647059
5125,4.235294117647059
379,4.234375
3572,4.2342342342342345
2420,4.23404255319149
3531,4.233766233766234
1806,4.233644859813084
2184,4.233333333333333
5731,4.233333333333333
4859,4.232558139534884
829,4.231884057971015
3789,4.231788079470198
5948,4.231155778894473
2951,4.230769230769231
2170,4.23015873015873
5464,4.230088495575221
1232,4.229629629629629
3541,4.228571428571429
213,4.2272727272727275
4677,4.2272727272727275
231,4.22680412371134
623,4.226744186046512
863,4.225806451612903
4044,4.225806451612903
5835,4.225806451612903
5729,4.225806451612903
5451,4.223404255319149
4816,4.223118279569892
1536,4.222222222222222
2831,4.222222222222222
5407,4.222222222222222
3086,4.221238938053097
2606,4.22
46,4.219512195121951
840,4.219123505976095
1007,4.21875
3037,4.21875
3659,4.21875
